Customer_Trx_ID,Customer_Country,Total_Orders,Avg_Order_Value,First_Purchase,Last_Purchase,Purchase_Period_Days,Purchase_Frequency,Customer_Group
e9b0d0eb3015ef1c9ce6cf5b9dcbee9f,Netherlands,1,4163.51,2024-07-29 08:39:00,2024-07-29 08:39:00,1,1.0,High_Value
3be2c536886b2ea4668eced3a80dd0bb,Sweden,1,4042.74,2023-02-04 18:54:00,2023-02-04 18:54:00,1,1.0,High_Value
eb7a157e8da9c488cd4ddc48711f1097,Germany,1,4034.44,2024-06-05 12:45:00,2024-06-05 12:45:00,1,1.0,High_Value
c6695e3b1e48680db36b487419fb0398,Germany,1,4016.91,2023-03-18 20:08:00,2023-03-18 20:08:00,1,1.0,High_Value
31e83c01fce824d0ff786fcd48dad009,France,1,3979.55,2024-05-14 15:15:00,2024-05-14 15:15:00,1,1.0,High_Value
addc91fdf9c2b3045497b57fc710e820,Netherlands,1,3826.8,2024-01-26 14:30:00,2024-01-26 14:30:00,1,1.0,High_Value
19b32919fa1198aefc0773ee2e46e693,Spain,1,3792.59,2024-03-21 15:06:00,2024-03-21 15:06:00,1,1.0,High_Value
66657bf1753d82d0a76f2c4719ab8b85,Poland,1,3736.22,2023-02-10 10:19:00,2023-02-10 10:19:00,1,1.0,High_Value
7d03bf20fa96e80468bbf678eebbcb3f,Switzerland,1,3666.42,2023-05-10 15:05:00,2023-05-10 15:05:00,1,1.0,High_Value
39d6658037b1b5a07d0a24d423f0bd19,Poland,1,3602.47,2023-02-21 18:35:00,2023-02-21 18:35:00,1,1.0,High_Value
e7c905bf4bb13543e8df947af4f3d9e9,Germany,1,3526.46,2024-04-09 11:32:00,2024-04-09 11:32:00,1,1.0,High_Value
3c7c62e8d38fb18a33a45db8021f2d69,Slovakia,1,3406.47,2024-07-06 11:07:00,2024-07-06 11:07:00,1,1.0,High_Value
0b16ce67087d02bf833c807e82b1992b,United Kingdom,1,3358.24,2024-02-11 14:23:00,2024-02-11 14:23:00,1,1.0,High_Value
803cd9b04f9cd252c6a83a2ecdbc22c3,Netherlands,1,3351.35,2024-08-15 17:00:00,2024-08-15 17:00:00,1,1.0,High_Value
46bb3c0b1a65c8399d0363cefbcc4f37,Belgium,1,3297.4,2023-12-17 09:15:00,2023-12-17 09:15:00,1,1.0,High_Value
a7ea318cbe9df2ec79ab37cd7ca2135d,Germany,1,3256.14,2024-06-07 13:53:00,2024-06-07 13:53:00,1,1.0,High_Value
f7622098214b4634b7fe7eee269b5426,Denmark,1,3242.84,2024-06-01 19:08:00,2024-06-01 19:08:00,1,1.0,High_Value
7e7d2271d6f55b03b0bd4615c5f2de6e,Switzerland,1,3209.72,2024-04-27 05:57:00,2024-04-27 05:57:00,1,1.0,High_Value
71901689c5f3e5adc27b1dd16b33f0b8,Serbia,1,3195.74,2024-05-22 13:43:00,2024-05-22 13:43:00,1,1.0,High_Value
c26acf0451e0f8ec1f5218731b9a51cf,Spain,1,3184.55,2023-11-20 22:28:00,2023-11-20 22:28:00,1,1.0,High_Value
26dcb450c4b5b390e79e6d5d0f2c6535,Switzerland,1,3184.34,2024-07-24 20:41:00,2024-07-24 20:41:00,1,1.0,High_Value
a95f4bbcf95262b073e4afa481b59ff8,Netherlands,1,3155.82,2024-02-09 14:43:00,2024-02-09 14:43:00,1,1.0,High_Value
10a86619816f9d2afce3f45b04aabc71,France,1,3126.5,2023-10-10 14:30:00,2023-10-10 14:30:00,1,1.0,High_Value
0a209a88c2e3dc2981c79ad85c558059,Austria,1,3126.5,2023-10-05 19:23:00,2023-10-05 19:23:00,1,1.0,High_Value
6152fbfc8a92ee25fd821740bd33b089,United Kingdom,1,3122.72,2024-06-11 21:17:00,2024-06-11 21:17:00,1,1.0,High_Value
c03dfaf5db49d8583edbb5627f92058d,Germany,1,3076.13,2024-08-15 14:50:00,2024-08-15 14:50:00,1,1.0,High_Value
4312e816d88fa8bdb6246878f61cdad5,United Kingdom,1,3048.27,2023-06-05 20:52:00,2023-06-05 20:52:00,1,1.0,High_Value
3a4e4932f3e6976dd966f1d3c044d49e,Norway,1,3044.12,2023-03-08 18:51:00,2023-03-08 18:51:00,1,1.0,High_Value
d7c94e22bfd332eb29b0f5badc3ce103,Netherlands,1,3042.36,2023-03-20 19:11:00,2023-03-20 19:11:00,1,1.0,High_Value
8dd4c93bfbebe2a77657d46ef959a7ac,France,1,3041.73,2023-07-06 14:51:00,2023-07-06 14:51:00,1,1.0,High_Value
fd78e5e3abdc375368456fe738694c00,Germany,1,3024.08,2023-03-27 11:26:00,2023-03-27 11:26:00,1,1.0,High_Value
1ff773612ab8934db89fd5afa8afe506,France,1,3018.6,2024-04-19 13:54:00,2024-04-19 13:54:00,1,1.0,High_Value
101c8d91278c4de9001566d27033f673,Germany,1,3016.01,2023-01-31 17:01:00,2023-01-31 17:01:00,1,1.0,High_Value
9d4ba8752b5b737f45da0544b669552a,United Kingdom,1,3009.53,2023-04-05 16:12:00,2023-04-05 16:12:00,1,1.0,High_Value
a8f345f82667eb421151dc7626147636,Switzerland,1,3005.06,2024-04-27 19:50:00,2024-04-27 19:50:00,1,1.0,High_Value
a5c69c3bf293d341b6a56a4b7307c529,Switzerland,1,2960.05,2024-03-18 14:08:00,2024-03-18 14:08:00,1,1.0,High_Value
a244afc7a1ec53f1aad296d1cd6e91ba,Germany,1,2938.17,2023-11-20 11:46:00,2023-11-20 11:46:00,1,1.0,High_Value
f41666558f4e35056a445c27c2ac3d8b,Germany,1,2913.48,2023-10-31 20:32:00,2023-10-31 20:32:00,1,1.0,High_Value
ed583a2a1eaf0dedc33af816153e8b8c,Slovakia,1,2844.96,2024-07-02 16:39:00,2024-07-02 16:39:00,1,1.0,High_Value
9f9717a71bd8f6e5600b4faad20c20fb,Netherlands,1,2838.22,2024-04-05 22:21:00,2024-04-05 22:21:00,1,1.0,High_Value
55fd5d10a5036383fe19af015d2e5a80,Poland,1,2828.42,2024-05-29 14:21:00,2024-05-29 14:21:00,1,1.0,High_Value
1be0dd2f660a5a04ee20d608075f1b83,Austria,1,2827.0,2023-05-16 17:42:00,2023-05-16 17:42:00,1,1.0,High_Value
fced842c7dad61e8ce47b49229659718,Germany,1,2818.74,2024-04-28 12:23:00,2024-04-28 12:23:00,1,1.0,High_Value
8e2c57611e09e143ec4ab76e38033bef,Italy,1,2794.5,2023-05-09 14:46:00,2023-05-09 14:46:00,1,1.0,High_Value
97dd9c6923b3237b650f1f4f3f2145ad,Germany,1,2787.87,2024-05-31 21:05:00,2024-05-31 21:05:00,1,1.0,High_Value
8401401a8752eb431189e021b8009e37,Latvia,1,2784.16,2023-06-26 10:26:00,2023-06-26 10:26:00,1,1.0,High_Value
e5df9583ddbe3f4f3857d9b667dfa609,United Kingdom,1,2759.95,2024-05-10 09:05:00,2024-05-10 09:05:00,1,1.0,High_Value
5f87c05477db2d22c63b718299c9c03e,Netherlands,1,2759.88,2023-11-27 00:25:00,2023-11-27 00:25:00,1,1.0,High_Value
3f083b9f62e687be8d84684c7d54c8db,France,1,2751.24,2023-04-06 13:44:00,2023-04-06 13:44:00,1,1.0,High_Value
08dc68ad9ab343289844fa36f6963b8f,Germany,1,2734.66,2023-12-02 18:26:00,2023-12-02 18:26:00,1,1.0,High_Value
19365ad6a18ccf1baf6eb71c30651096,Portugal,1,2734.11,2023-06-18 18:57:00,2023-06-18 18:57:00,1,1.0,High_Value
695476b5848d64ba0875324c88390206,France,1,2733.63,2023-12-21 15:18:00,2023-12-21 15:18:00,1,1.0,High_Value
2e0339ff984d6f41f11dfdbc7c93dcda,United Kingdom,1,2732.06,2023-12-15 13:43:00,2023-12-15 13:43:00,1,1.0,High_Value
f08306b95370e8d5f0d97b71229284b6,Austria,1,2713.36,2024-07-30 10:04:00,2024-07-30 10:04:00,1,1.0,High_Value
f2c743697f9b2ff2902df23a16582d80,Switzerland,1,2713.36,2024-08-13 14:07:00,2024-08-13 14:07:00,1,1.0,High_Value
3690e975641f01bd07ad635f03dbb894,United Kingdom,1,2692.82,2023-08-16 21:32:00,2023-08-16 21:32:00,1,1.0,High_Value
b177ef267a4377b77e0620d1a7f08dce,Germany,1,2681.29,2023-06-05 19:38:00,2023-06-05 19:38:00,1,1.0,High_Value
b1c28f9b72d07054b64d09e487b5021c,Germany,1,2681.29,2023-06-02 09:19:00,2023-06-02 09:19:00,1,1.0,High_Value
279ca766397588e704abddd56d2dc131,Switzerland,1,2647.76,2024-05-21 14:56:00,2024-05-21 14:56:00,1,1.0,High_Value
7e95832184f874c220b8ebffa750837d,Germany,1,2638.64,2024-05-11 16:36:00,2024-05-11 16:36:00,1,1.0,High_Value
1ca6f90a61cf75c002a0d690261a0e4c,Netherlands,1,2627.09,2023-06-25 11:56:00,2023-06-25 11:56:00,1,1.0,High_Value
0c5292f5e3690805390efddf53935915,Germany,1,2626.07,2023-03-02 12:13:00,2023-03-02 12:13:00,1,1.0,High_Value
349509b216bd5ec11c5fae929fd13595,France,1,2621.29,2023-04-01 15:58:00,2023-04-01 15:58:00,1,1.0,High_Value
1fb8ff22dad231d26fc7ecde2e2dc27a,Poland,1,2616.0,2024-05-08 17:17:00,2024-05-08 17:17:00,1,1.0,High_Value
53e644c7c57416bdaf0409e656ee8b0a,Germany,1,2607.09,2024-06-01 09:57:00,2024-06-01 09:57:00,1,1.0,High_Value
e9859fbdff7d26c36c228cf60796e844,Germany,1,2606.01,2023-04-06 21:07:00,2023-04-06 21:07:00,1,1.0,High_Value
9c5d7103954595e173781530b10d02e4,Netherlands,1,2590.61,2024-03-15 16:56:00,2024-03-15 16:56:00,1,1.0,High_Value
35698a7b9ae42369b9f45a53000f85f3,France,1,2574.38,2023-03-18 17:56:00,2023-03-18 17:56:00,1,1.0,High_Value
03a6f3a3935165f5d26f4797ba6039bb,Germany,1,2566.9,2023-04-06 17:11:00,2023-04-06 17:11:00,1,1.0,High_Value
9537f2addba8448428a3fd1a1add0656,Germany,1,2564.65,2024-05-19 14:00:00,2024-05-19 14:00:00,1,1.0,High_Value
3696afd6fae4a1f36fcbc3db8f3d6640,Germany,1,2512.53,2024-08-09 08:55:00,2024-08-09 08:55:00,1,1.0,High_Value
cb3724d7cb7db46b65cfd1e7c16c0df5,Denmark,1,2487.24,2023-07-28 16:22:00,2023-07-28 16:22:00,1,1.0,High_Value
6361b9f3b85d41860bfa28292e052bde,Switzerland,1,2480.58,2023-08-09 20:09:00,2023-08-09 20:09:00,1,1.0,High_Value
233d97d412c7f4bb8d857ec922c0317f,Germany,1,2467.33,2023-10-28 12:57:00,2023-10-28 12:57:00,1,1.0,High_Value
b9da524b08224eaff1bf76ef4d4299ac,Germany,1,2467.17,2024-05-25 14:41:00,2024-05-25 14:41:00,1,1.0,High_Value
68f692d1f39843a16d9319a7306b6b10,Germany,1,2457.44,2024-04-24 21:26:00,2024-04-24 21:26:00,1,1.0,High_Value
548692bdcbd6e3683ff306ac9d8418d6,Belgium,1,2455.12,2024-08-10 00:17:00,2024-08-10 00:17:00,1,1.0,High_Value
cdecc5d1f7fc375b1138e8b5f496fd69,Croatia,1,2452.12,2023-11-30 19:58:00,2023-11-30 19:58:00,1,1.0,High_Value
177ba55869da8001fcca079af0b85832,Slovakia,1,2438.51,2024-07-28 19:00:00,2024-07-28 19:00:00,1,1.0,High_Value
b76816b61d8043a98db57875437da6b5,France,1,2429.68,2023-11-24 01:34:00,2023-11-24 01:34:00,1,1.0,High_Value
2b7ae7a532ff538ce88f6bfdd2cb564c,Austria,1,2419.2,2024-08-06 11:06:00,2024-08-06 11:06:00,1,1.0,High_Value
30ab7e538292e6130a456c371778d595,Netherlands,1,2416.0,2023-11-25 04:02:00,2023-11-25 04:02:00,1,1.0,High_Value
24301c6ce48874a51221d4e5584a7885,Belgium,1,2404.72,2024-07-12 12:01:00,2024-07-12 12:01:00,1,1.0,High_Value
d791834a0555c0062e98d735083f4373,Netherlands,1,2404.72,2024-07-12 12:14:00,2024-07-12 12:14:00,1,1.0,High_Value
9125dbd39c45287dfab9207f3cb15075,Austria,1,2389.78,2024-04-17 20:37:00,2024-04-17 20:37:00,1,1.0,High_Value
df358a91acde222cf3330baac5cecfe7,Germany,1,2384.5,2024-02-27 19:14:00,2024-02-27 19:14:00,1,1.0,High_Value
24348bd43207b8fa492c929ab6cb1fb9,Belgium,1,2360.42,2024-04-17 11:10:00,2024-04-17 11:10:00,1,1.0,High_Value
722af1f4b57a5d7df147069ad64c8361,Serbia,1,2338.48,2023-11-20 22:48:00,2023-11-20 22:48:00,1,1.0,High_Value
e683dddabd8f5c3ad3708a3364e932f8,France,1,2337.4,2024-08-19 22:37:00,2024-08-19 22:37:00,1,1.0,High_Value
6f18119032437dd6fa1c7df272d2d9e6,Austria,1,2333.97,2024-06-09 20:13:00,2024-06-09 20:13:00,1,1.0,High_Value
f767e7437c3aa2c044523c0a6712380b,Germany,1,2328.4,2024-08-25 15:12:00,2024-08-25 15:12:00,1,1.0,High_Value
d1447849bd806efd6282988355588728,Germany,1,2325.22,2024-06-19 22:58:00,2024-06-19 22:58:00,1,1.0,High_Value
72e0997496700af1df41815ffced78e6,Slovakia,1,2324.99,2023-03-31 21:40:00,2023-03-31 21:40:00,1,1.0,High_Value
9cf0a858f5f153406bc333860eb23e22,Germany,1,2323.25,2024-08-16 18:52:00,2024-08-16 18:52:00,1,1.0,High_Value
6b66c3c14df21f07ea7f57fc8af6517f,Germany,1,2322.32,2024-08-14 20:02:00,2024-08-14 20:02:00,1,1.0,High_Value
b7984401569369a9695e7d3f5c66c4d1,France,1,2315.83,2023-12-22 13:43:00,2023-12-22 13:43:00,1,1.0,High_Value
2af96708b3cb29cb4e21040fc9432988,Austria,1,2314.82,2024-05-07 21:14:00,2024-05-07 21:14:00,1,1.0,High_Value
b18d47c9116d2a106291aea1abfd3f04,United Kingdom,1,2304.68,2024-07-27 14:28:00,2024-07-27 14:28:00,1,1.0,High_Value
174156b68563868e1ed48408117d6df4,Austria,1,2288.31,2023-05-06 15:22:00,2023-05-06 15:22:00,1,1.0,High_Value
a1a52dda6ac52aee936ad06712027b83,Germany,1,2276.1,2024-03-01 18:07:00,2024-03-01 18:07:00,1,1.0,High_Value
f4db56f354c71370b4d5dbd25c78b248,Greece,1,2269.98,2023-08-13 20:06:00,2023-08-13 20:06:00,1,1.0,High_Value
1674724f5fe22d2cf3420bb5f2511c9a,Italy,1,2267.28,2024-07-17 13:27:00,2024-07-17 13:27:00,1,1.0,High_Value
06e107f212576eccb2e2adc7781c9705,Germany,1,2267.18,2024-07-12 00:03:00,2024-07-12 00:03:00,1,1.0,High_Value
10e925f935d8bfe0a9edf39378996fd7,France,1,2264.9,2024-04-22 17:45:00,2024-04-22 17:45:00,1,1.0,High_Value
bd5d39761aa56689a265d95d8d32b8be,Italy,1,2262.8,2023-08-23 09:22:00,2023-08-23 09:22:00,1,1.0,High_Value
10066d6eb46dff8e73177532e722e60a,Sweden,1,2252.66,2024-07-26 21:48:00,2024-07-26 21:48:00,1,1.0,High_Value
8cb5d5e180e4dbdffdc4af261b618790,Germany,1,2241.64,2024-04-06 14:14:00,2024-04-06 14:14:00,1,1.0,High_Value
e7d6802668de6e74d0d6c56565bf2a24,Germany,1,2234.66,2023-10-02 15:49:00,2023-10-02 15:49:00,1,1.0,High_Value
7dcff1457b8b742e76bd5eec155d2ba9,Germany,1,2225.69,2024-08-14 22:31:00,2024-08-14 22:31:00,1,1.0,High_Value
92a24fa199710ba33bab157e838a86e7,Portugal,1,2223.12,2024-06-11 22:04:00,2024-06-11 22:04:00,1,1.0,High_Value
244c28a20f4b7a3ea164364d7a3432af,Italy,1,2220.32,2024-05-01 11:00:00,2024-05-01 11:00:00,1,1.0,High_Value
c3ab6358d2556844d38ed5dbab0b41ce,Belgium,1,2217.99,2023-01-30 13:13:00,2023-01-30 13:13:00,1,1.0,High_Value
038040c89822d9d8f9899972c5673ef1,Germany,1,2213.22,2024-05-06 12:15:00,2024-05-06 12:15:00,1,1.0,High_Value
88bfbe93f1c2d378de7fb22d588f9661,Germany,1,2207.98,2024-05-03 18:19:00,2024-05-03 18:19:00,1,1.0,High_Value
2d54c241a27d5c40c9adf389868e0995,United Kingdom,1,2204.04,2024-01-12 14:52:00,2024-01-12 14:52:00,1,1.0,High_Value
be1b70680b9f9694d8c70f41fa3dc92b,Germany,1,2202.4,2024-02-22 15:30:00,2024-02-22 15:30:00,1,1.0,High_Value
448fa305155e5a7e114440aa71143832,Switzerland,1,2190.4,2023-03-13 21:30:00,2023-03-13 21:30:00,1,1.0,High_Value
2e9ae3e10bcfcc16fe0eedc2ac5f9f6a,Germany,1,2187.42,2024-08-23 21:49:00,2024-08-23 21:49:00,1,1.0,High_Value
64db2343d52d9c28c5b8a94d08352a3a,Germany,1,2187.42,2024-06-25 16:50:00,2024-06-25 16:50:00,1,1.0,High_Value
fcc823f0ae4f596e54cd461c145dfd5d,United Kingdom,1,2183.6,2024-06-02 13:53:00,2024-06-02 13:53:00,1,1.0,High_Value
13c520253ccaf41623e063d5e81c4d82,Germany,1,2183.15,2024-08-12 03:44:00,2024-08-12 03:44:00,1,1.0,High_Value
75ca64dc8e37ef74840b9c5975c29fb7,France,1,2168.6,2023-03-23 16:39:00,2023-03-23 16:39:00,1,1.0,High_Value
6d7c040dec6d2f6da6a63929bdec436d,France,1,2158.57,2024-06-24 13:49:00,2024-06-24 13:49:00,1,1.0,High_Value
f1539aca62cfda94501933977e2d651d,Slovakia,1,2155.35,2024-08-04 15:52:00,2024-08-04 15:52:00,1,1.0,High_Value
99ef3b28b2ab64bf0a00c2a5c9bafadd,Germany,1,2154.82,2023-09-09 21:01:00,2023-09-09 21:01:00,1,1.0,High_Value
c9fca216d2d1ece33dbddf9fa36eaa9a,France,1,2153.35,2024-05-04 16:32:00,2024-05-04 16:32:00,1,1.0,High_Value
462bfc136787eae6609ca5890feb3e02,France,1,2153.35,2024-04-04 10:55:00,2024-04-04 10:55:00,1,1.0,High_Value
7b6ceb73c7d700281dd1a2fc3d616128,France,1,2153.35,2024-04-04 00:05:00,2024-04-04 00:05:00,1,1.0,High_Value
dd43426ee4923b0a1c0dcd48cc1ee36e,France,1,2153.35,2024-05-19 18:43:00,2024-05-19 18:43:00,1,1.0,High_Value
73236a0796f53d60d4530e30df0cef8d,France,1,2152.92,2024-01-07 13:50:00,2024-01-07 13:50:00,1,1.0,High_Value
68d91c479bafcd184deee1cce5582243,France,1,2151.29,2024-06-12 19:20:00,2024-06-12 19:20:00,1,1.0,High_Value
e69714d6b494f7279512327ebcc01889,France,1,2150.81,2023-05-17 11:36:00,2023-05-17 11:36:00,1,1.0,High_Value
e000c51c02fb75809f4f2864f87fcb12,Belgium,1,2150.22,2023-11-16 17:02:00,2023-11-16 17:02:00,1,1.0,High_Value
c04734728558c8ad7e4b1db771fde5e3,Germany,1,2148.4,2023-11-07 16:54:00,2023-11-07 16:54:00,1,1.0,High_Value
4f6b63ab9179d2cae7d2b9be48c33271,Norway,1,2133.69,2024-05-24 12:41:00,2024-05-24 12:41:00,1,1.0,High_Value
3b34eb193a790f18c1952eca8a964987,Denmark,1,2124.78,2024-05-03 20:32:00,2024-05-03 20:32:00,1,1.0,High_Value
2b5734a6ed90ad9c1ae03b178a28d7e7,Italy,1,2115.79,2024-08-08 09:44:00,2024-08-08 09:44:00,1,1.0,High_Value
e07f0f4cab25170d8b2d28cf80a38370,Netherlands,1,2115.05,2024-05-12 22:16:00,2024-05-12 22:16:00,1,1.0,High_Value
e95fd5cca40cc862687dda4846f9ac00,Croatia,1,2114.63,2024-04-24 23:24:00,2024-04-24 23:24:00,1,1.0,High_Value
185830935eb09d19b034abbab645177c,United Kingdom,1,2111.57,2023-04-03 14:04:00,2023-04-03 14:04:00,1,1.0,High_Value
f1ae10afb8ffce973dc435056dd3634c,Netherlands,1,2110.57,2024-04-11 10:47:00,2024-04-11 10:47:00,1,1.0,High_Value
b30e4f64673460bd0dc5c76eb312267a,Netherlands,1,2106.55,2023-11-23 22:35:00,2023-11-23 22:35:00,1,1.0,High_Value
c3ffeaa392284be251124a112629c41c,France,1,2105.57,2024-04-28 12:48:00,2024-04-28 12:48:00,1,1.0,High_Value
a023e60d1438c4241673afd111cd1cf3,Germany,1,2098.4,2024-08-15 16:12:00,2024-08-15 16:12:00,1,1.0,High_Value
b2a89e46355af5dfd2f26b450d97a014,Belgium,1,2096.14,2024-01-28 19:48:00,2024-01-28 19:48:00,1,1.0,High_Value
f800529518f024fb68b8a716cddbbfe4,Latvia,1,2094.44,2024-04-06 16:21:00,2024-04-06 16:21:00,1,1.0,High_Value
1ad8bdb3f2f3403ef79ad8d80dc8d425,United Kingdom,1,2092.86,2024-01-24 16:45:00,2024-01-24 16:45:00,1,1.0,High_Value
088d20d5878711d537176871a6e850e4,Serbia,1,2091.33,2024-02-25 12:15:00,2024-02-25 12:15:00,1,1.0,High_Value
adbc189e955a3bf544172851c2160b1e,Slovakia,1,2083.09,2023-10-18 00:51:00,2023-10-18 00:51:00,1,1.0,High_Value
91263ec82ca46a8d1ef6d2f0e07cbc46,France,1,2082.36,2024-07-04 13:44:00,2024-07-04 13:44:00,1,1.0,High_Value
e9bca2aac8f400109e997596326d9227,Germany,1,2075.48,2024-05-28 20:21:00,2024-05-28 20:21:00,1,1.0,High_Value
74be082247cd677a147d83ee670e9d53,Spain,1,2067.42,2023-06-08 21:00:00,2023-06-08 21:00:00,1,1.0,High_Value
d5c70e33b26d11965027895a8e8cb748,Spain,1,2066.34,2023-10-26 09:49:00,2023-10-26 09:49:00,1,1.0,High_Value
6db251bad58edca6d53d44638936741a,Germany,1,2065.77,2024-06-19 16:21:00,2024-06-19 16:21:00,1,1.0,High_Value
3af6cebe5d3701bd4f3b5fc04e34acc0,Spain,1,2065.35,2023-08-16 14:36:00,2023-08-16 14:36:00,1,1.0,High_Value
95388d69f3c29e5f8a570f9b9b3a104f,Germany,1,2064.88,2023-06-21 13:53:00,2023-06-21 13:53:00,1,1.0,High_Value
3dd8ceff216c5048e53be249aa622709,Netherlands,1,2060.51,2024-04-25 07:40:00,2024-04-25 07:40:00,1,1.0,High_Value
e215081c5233958b3ac345346676f7ab,Germany,1,2060.2,2024-01-11 20:50:00,2024-01-11 20:50:00,1,1.0,High_Value
f54d024dc9788318f1b4e2ef9c80829b,Germany,1,2060.2,2024-01-16 10:12:00,2024-01-16 10:12:00,1,1.0,High_Value
77d697d535b401291fd2a9efe2c9544b,Germany,1,2055.84,2024-05-16 16:09:00,2024-05-16 16:09:00,1,1.0,High_Value
04889e0130acf2e7b2de087d02994ce3,Austria,1,2048.12,2024-04-09 22:37:00,2024-04-09 22:37:00,1,1.0,High_Value
cd1822306d5e43d356c576efdc0eadf1,Netherlands,1,2045.47,2024-06-12 10:17:00,2024-06-12 10:17:00,1,1.0,High_Value
c6e4affe776c84f449dfe5de63939208,Germany,1,2039.31,2023-10-28 19:43:00,2023-10-28 19:43:00,1,1.0,High_Value
0c792d32a3251b4f69dae8646dfbedbc,France,1,2039.2,2023-11-04 17:29:00,2023-11-04 17:29:00,1,1.0,High_Value
681e1722bde7781f6fba4cb385af0ba5,United Kingdom,1,2036.86,2023-06-14 15:29:00,2023-06-14 15:29:00,1,1.0,High_Value
9f34131462cd5edccdc9d4db9f7d2bbc,Italy,1,2036.04,2024-05-10 14:49:00,2024-05-10 14:49:00,1,1.0,High_Value
98532992427099604afabf482a6e476c,United Kingdom,1,2035.86,2023-06-19 09:59:00,2023-06-19 09:59:00,1,1.0,High_Value
f00870f85b77deccee72bf3ee280785f,France,1,2034.48,2023-07-18 09:22:00,2023-07-18 09:22:00,1,1.0,High_Value
c60a729ffd1915e57d9ac6ef86553af9,Norway,1,2034.31,2024-05-10 14:56:00,2024-05-10 14:56:00,1,1.0,High_Value
f9e3d57a81a5390d5c19d3d6796ab7f1,France,1,2033.48,2023-06-18 23:14:00,2023-06-18 23:14:00,1,1.0,High_Value
b83ef9a2dc0cb8e6ab7c8db9d3ebce24,Switzerland,1,2032.04,2023-11-28 01:20:00,2023-11-28 01:20:00,1,1.0,High_Value
591056a6022efa0e68acb35c04aa2c2e,Germany,1,2032.0,2024-08-11 18:37:00,2024-08-11 18:37:00,1,1.0,High_Value
730ec2ba3a8c9b4ce02b938be8b61ac1,Switzerland,1,2031.47,2023-11-21 11:11:00,2023-11-21 11:11:00,1,1.0,High_Value
d854800a320bbb07b484f76894e4638f,Austria,1,2031.09,2024-07-01 20:54:00,2024-07-01 20:54:00,1,1.0,High_Value
d48e06972235c6510cc66cebc10ab77e,Germany,1,2029.62,2023-06-14 14:59:00,2023-06-14 14:59:00,1,1.0,High_Value
5382e619221117fc8021550996a4e417,Germany,1,2028.75,2023-11-17 15:31:00,2023-11-17 15:31:00,1,1.0,High_Value
c9aaa3f209648a958d0235415a9045f0,Germany,1,2028.65,2024-03-04 21:08:00,2024-03-04 21:08:00,1,1.0,High_Value
a43a550af53ee1ce07bdc3ece23eb7a9,Netherlands,1,2027.65,2023-12-10 18:19:00,2023-12-10 18:19:00,1,1.0,High_Value
90f95d8ee6174e4409aeeee472735afb,Germany,1,2027.26,2024-05-04 15:55:00,2024-05-04 15:55:00,1,1.0,High_Value
7befa76e61226aa04ca6b28a5f00d640,Germany,1,2027.23,2023-10-23 19:00:00,2023-10-23 19:00:00,1,1.0,High_Value
cfc025a164a95cd7206415925d71021b,Germany,1,2027.16,2023-04-01 15:44:00,2023-04-01 15:44:00,1,1.0,High_Value
c900b2707ddd00c2ba5fcde30c52ee8c,Germany,1,2026.54,2023-06-18 12:16:00,2023-06-18 12:16:00,1,1.0,High_Value
